Papers' ID,Sample_ID_IN_VCF,Accession ID,Species,Subpopulation,Subpopulation,Country,data source 
W3023,ERR068962,ERR068962,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3022,ERR068961,ERR068961,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3021,ERR068960,ERR068960,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3020,ERR068959,ERR068959,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3019,ERR068958,ERR068958,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3018,ERR068957,ERR068957,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3017,ERR068956,ERR068956,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3016,ERR068955,ERR068955,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3015,ERR068954,ERR068954,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3014,ERR068953,ERR068953,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3013,ERR068952,ERR068952,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3012,ERR068951,ERR068951,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3011,ERR068950,ERR068950,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3010,ERR068949,ERR068949,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3009,ERR068948,ERR068948,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3008,ERR068947,ERR068947,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3007,ERR068946,ERR068946,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3006,ERR068945,ERR068945,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3005,ERR068944,ERR068944,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3004,ERR068943,ERR068943,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3003,ERR068942,ERR068942,O. rufipogon,Or-II,O. rufipogon,China,461_446_Oru
W3002,ERR068941,ERR068941,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3001,ERR068940,ERR068940,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W3000,ERR068939,ERR068939,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W2198,ERR068899,ERR068899,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W1963,ERR068849,ERR068849,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W1959,ERR068848,ERR068848,O. rufipogon,Or-I,O. rufipogon,China,461_446_Oru
W1958,ERR068847,ERR068847,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W1957,ERR068846,ERR068846,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W1952,ERR068845,ERR068845,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W1945,ERR068844,ERR068844,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W1943,ERR068843,ERR068843,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W1844,ERR068808,ERR068808,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W1839,ERR068807,ERR068807,O. rufipogon,Or-I,O. rufipogon,China,461_446_Oru
W1724,ERR068747,ERR068747,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W1723,ERR068746,ERR068746,O. rufipogon,Or-I,O. rufipogon,China,461_446_Oru
W1721,ERR068745,ERR068745,O. rufipogon,Or-I,O. rufipogon,China,461_446_Oru
W1719,ERR068744,ERR068744,O. rufipogon,Or-I,O. rufipogon,China,461_446_Oru
W1718,ERR068743,ERR068743,O. rufipogon,Or-II,O. rufipogon,China,461_446_Oru
W1716,ERR068742,ERR068742,O. rufipogon,Or-III,O. rufipogon,China,461_446_Oru
W1715,ERR068741,ERR068741,O. rufipogon,Or-II,O. rufipogon,China,461_446_Oru
W1230,ERR068699,ERR068699,O. rufipogon,Or-I,O. rufipogon,Dutch NewGuinea,461_446_Oru
W3105,ERR069038,ERR069038,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W2193,ERR068897,ERR068897,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W2014,ERR068874,ERR068874,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W2012,ERR068873,ERR068873,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W2010,ERR068872,ERR068872,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W2008,ERR068871,ERR068871,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W2007,ERR068870,ERR068870,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W2005,ERR068869,ERR068869,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W2003,ERR068868,ERR068868,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1998,ERR068867,ERR068867,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1995,ERR068866,ERR068866,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1993,ERR068865,ERR068865,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1991,ERR068864,ERR068864,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1990,ERR068863,ERR068863,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1989,ERR068862,ERR068862,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1983,ERR068861,ERR068861,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1784,ERR068781,ERR068781,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1783,ERR068780,ERR068780,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1782,ERR068779,ERR068779,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1780,ERR068778,ERR068778,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1777,ERR068777,ERR068777,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1770,ERR068776,ERR068776,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1766,ERR068775,ERR068775,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1762,ERR068774,ERR068774,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1761,ERR068773,ERR068773,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1759,ERR068772,ERR068772,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1757,ERR068771,ERR068771,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1756,ERR068770,ERR068770,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1754,ERR068769,ERR068769,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1753,ERR068768,ERR068768,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1751,ERR068767,ERR068767,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1750,ERR068766,ERR068766,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1749,ERR068765,ERR068765,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1748,ERR068764,ERR068764,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1747,ERR068763,ERR068763,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1746,ERR068762,ERR068762,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1743,ERR068761,ERR068761,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1742,ERR068760,ERR068760,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1741,ERR068759,ERR068759,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1740,ERR068758,ERR068758,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1739,ERR068757,ERR068757,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1738,ERR068756,ERR068756,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1737,ERR068755,ERR068755,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1736,ERR068754,ERR068754,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1735,ERR068753,ERR068753,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1732,ERR068752,ERR068752,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1731,ERR068751,ERR068751,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1687,ERR068735,ERR068735,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1685,ERR068734,ERR068734,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1683,ERR068733,ERR068733,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1681,ERR068732,ERR068732,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1679,ERR068731,ERR068731,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1677,ERR068730,ERR068730,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1676,ERR068729,ERR068729,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1675,ERR068728,ERR068728,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1669,ERR068727,ERR068727,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1668,ERR068726,ERR068726,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1666,ERR068725,ERR068725,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1534,ERR068708,ERR068708,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1533,ERR068707,ERR068707,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1532,ERR068706,ERR068706,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1143,ERR068696,ERR068696,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1142,ERR068695,ERR068695,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1126,ERR068694,ERR068694,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1124,ERR068693,ERR068693,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1122,ERR068692,ERR068692,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1121,ERR068691,ERR068691,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1119,ERR068690,ERR068690,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1117,ERR068689,ERR068689,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1114,ERR068688,ERR068688,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1112,ERR068687,ERR068687,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1111,ERR068686,ERR068686,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1107,ERR068685,ERR068685,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1105,ERR068684,ERR068684,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1102,ERR068683,ERR068683,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W1096,ERR068682,ERR068682,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1093,ERR068681,ERR068681,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1092,ERR068680,ERR068680,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1090,ERR068679,ERR068679,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1087,ERR068678,ERR068678,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W1086,ERR068677,ERR068677,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1084,ERR068676,ERR068676,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1083,ERR068675,ERR068675,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1082,ERR068674,ERR068674,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W1080,ERR068673,ERR068673,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0549,ERR068642,ERR068642,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0157,ERR068624,ERR068624,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W0153,ERR068623,ERR068623,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0152,ERR068622,ERR068622,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0151,ERR068621,ERR068621,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0149,ERR068620,ERR068620,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0148,ERR068619,ERR068619,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0147,ERR068618,ERR068618,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0141,ERR068614,ERR068614,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0138,ERR068613,ERR068613,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0137,ERR068612,ERR068612,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0136,ERR068611,ERR068611,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0135,ERR068610,ERR068610,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0134,ERR068609,ERR068609,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0133,ERR068608,ERR068608,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0132,ERR068607,ERR068607,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W0130,ERR068606,ERR068606,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0128,ERR068605,ERR068605,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0126,ERR068604,ERR068604,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0125,ERR068603,ERR068603,O. rufipogon,Or-III,O. rufipogon,India,461_446_Oru
W0124,ERR068602,ERR068602,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0123,ERR068601,ERR068601,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0121,ERR068600,ERR068600,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0120,ERR068599,ERR068599,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W0108,ERR068598,ERR068598,O. rufipogon,Or-II,O. rufipogon,India,461_446_Oru
W0107,ERR068597,ERR068597,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0106,ERR068596,ERR068596,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0103,ERR068595,ERR068595,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0102,ERR068594,ERR068594,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
W0101,ERR068593,ERR068593,O. rufipogon,Or-I,O. rufipogon,India,461_446_Oru
IRGC_105958,IRGC105958,"SRR063609,SRR063669",O. rufipogon,-,O. rufipogon,Indonesia,50_Wild_5_O_rufipogon
W2197,ERR068898,ERR068898,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W2030,ERR068880,ERR068880,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W2025,ERR068879,ERR068879,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W2024,ERR068878,ERR068878,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W2022,ERR068877,ERR068877,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W2021,ERR068876,ERR068876,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W2017,ERR068875,ERR068875,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W1981,ERR068860,ERR068860,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W1979,ERR068859,ERR068859,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W1978,ERR068858,ERR068858,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W1977,ERR068857,ERR068857,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W1976,ERR068856,ERR068856,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W1975,ERR068855,ERR068855,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W1974,ERR068854,ERR068854,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W1973,ERR068853,ERR068853,O. rufipogon,Or-III,O. rufipogon,Indonesia,461_446_Oru
W1972,ERR068852,ERR068852,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W1971,ERR068851,ERR068851,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W1970,ERR068850,ERR068850,O. rufipogon,Or-I,O. rufipogon,Indonesia,461_446_Oru
W1292,ERR068703,ERR068703,O. rufipogon,Or-II,O. rufipogon,Indonesia,461_446_Oru
W2311,ERR068929,ERR068929,O. rufipogon,Or-II,O. rufipogon,Laos,461_446_Oru
W2310,ERR068928,ERR068928,O. rufipogon,Or-II,O. rufipogon,Laos,461_446_Oru
W2308,ERR068927,ERR068927,O. rufipogon,Or-II,O. rufipogon,Laos,461_446_Oru
W2307,ERR068926,ERR068926,O. rufipogon,Or-I,O. rufipogon,Laos,461_446_Oru
W2306,ERR068925,ERR068925,O. rufipogon,Or-I,O. rufipogon,Laos,461_446_Oru
W2305,ERR068924,ERR068924,O. rufipogon,Or-I,O. rufipogon,Laos,461_446_Oru
W2304,ERR068923,ERR068923,O. rufipogon,Or-I,O. rufipogon,Laos,461_446_Oru
W2303,ERR068922,ERR068922,O. rufipogon,Or-I,O. rufipogon,Laos,461_446_Oru
W2302,ERR068921,ERR068921,O. rufipogon,Or-I,O. rufipogon,Laos,461_446_Oru
W2301,ERR068920,ERR068920,O. rufipogon,Or-I,O. rufipogon,Laos,461_446_Oru
W2299,ERR068919,ERR068919,O. rufipogon,Or-I,O. rufipogon,Laos,461_446_Oru
W2298,ERR068918,ERR068918,O. rufipogon,Or-I,O. rufipogon,Laos,461_446_Oru
W2267,ERR068904,ERR068904,O. rufipogon,Or-III,O. rufipogon,Laos,461_446_Oru
W2266,ERR068903,ERR068903,O. rufipogon,Or-II,O. rufipogon,Laos,461_446_Oru
W2265,ERR068902,ERR068902,O. rufipogon,Or-I,O. rufipogon,Laos,461_446_Oru
W1542,ERR068710,ERR068710,O. rufipogon,Or-III,O. rufipogon,Malaya,461_446_Oru
W0606,ERR068654,ERR068654,O. rufipogon,Or-II,O. rufipogon,Malaya,461_446_Oru
W0605,ERR068653,ERR068653,O. rufipogon,Or-I,O. rufipogon,Malaya,461_446_Oru
W0600,ERR068652,ERR068652,O. rufipogon,Or-II,O. rufipogon,Malaya,461_446_Oru
W0596,ERR068651,ERR068651,O. rufipogon,Or-II,O. rufipogon,Malaya,461_446_Oru
W0594,ERR068650,ERR068650,O. rufipogon,Or-II,O. rufipogon,Malaya,461_446_Oru
W0593,ERR068649,ERR068649,O. rufipogon,Or-III,O. rufipogon,Malaya,461_446_Oru
W0590,ERR068648,ERR068648,O. rufipogon,Or-I,O. rufipogon,Malaya,461_446_Oru
W0589,ERR068647,ERR068647,O. rufipogon,Or-I,O. rufipogon,Malaya,461_446_Oru
W0587,ERR068646,ERR068646,O. rufipogon,Or-II,O. rufipogon,Malaya,461_446_Oru
W0576,ERR068645,ERR068645,O. rufipogon,Or-II,O. rufipogon,Malaya,461_446_Oru
W0574,ERR068644,ERR068644,O. rufipogon,Or-I,O. rufipogon,Malaya,461_446_Oru
W0573,ERR068643,ERR068643,O. rufipogon,Or-III,O. rufipogon,Malaya,461_446_Oru
VOC4,VOC4,"SRR063619,SRR063655",O. rufipogon,-,O. rufipogon,Nepal,50_Wild_5_O_rufipogon
W2066,ERR068893,ERR068893,O. rufipogon,Or-III,O. rufipogon,Nepal,461_446_Oru
W1244,ERR068702,ERR068702,O. rufipogon,Or-III,O. rufipogon,Nepal,461_446_Oru
W1238,ERR068701,ERR068701,O. rufipogon,Or-III,O. rufipogon,Netherlands,461_446_Oru
W1294,ERR068704,ERR068704,O. rufipogon,Or-III,O. rufipogon,Philippines,461_446_Oru
W1214,ERR068698,ERR068698,O. rufipogon,Or-III,O. rufipogon,Philippines,461_446_Oru
W1813,ERR068797,ERR068797,O. rufipogon,Or-III,O. rufipogon,Sri Lanka,461_446_Oru
W1811,ERR068796,ERR068796,O. rufipogon,Or-III,O. rufipogon,Sri Lanka,461_446_Oru
W1810,ERR068795,ERR068795,O. rufipogon,Or-II,O. rufipogon,Sri Lanka,461_446_Oru
W1809,ERR068794,ERR068794,O. rufipogon,Or-III,O. rufipogon,Sri Lanka,461_446_Oru
W1807,ERR068793,ERR068793,O. rufipogon,Or-III,O. rufipogon,Sri Lanka,461_446_Oru
W1806,ERR068792,ERR068792,O. rufipogon,Or-I,O. rufipogon,Sri Lanka,461_446_Oru
W1804,ERR068791,ERR068791,O. rufipogon,Or-II,O. rufipogon,Sri Lanka,461_446_Oru
W1803,ERR068790,ERR068790,O. rufipogon,Or-III,O. rufipogon,Sri Lanka,461_446_Oru
W1536,ERR068709,ERR068709,O. rufipogon,Or-III,O. rufipogon,Sri Lanka,461_446_Oru
W1161,ERR068697,ERR068697,O. rufipogon,Or-III,O. rufipogon,Sri Lanka,461_446_Oru
W0144,ERR068616,ERR068616,O. rufipogon,Or-I,O. rufipogon,Sri Lanka,461_446_Oru
W0143,ERR068615,ERR068615,O. rufipogon,Or-II,O. rufipogon,Sri Lanka,461_446_Oru
W2284,ERR068915,ERR068915,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W2283,ERR068914,ERR068914,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W2282,ERR068913,ERR068913,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W2278,ERR068912,ERR068912,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W2277,ERR068911,ERR068911,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W2276,ERR068910,ERR068910,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W2275,ERR068909,ERR068909,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W2272,ERR068908,ERR068908,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W2271,ERR068907,ERR068907,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W2269,ERR068906,ERR068906,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W2268,ERR068905,ERR068905,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1940,ERR068842,ERR068842,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1939,ERR068841,ERR068841,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1935,ERR068840,ERR068840,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1928,ERR068839,ERR068839,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1927,ERR068838,ERR068838,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1925,ERR068837,ERR068837,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1921,ERR068836,ERR068836,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1919,ERR068835,ERR068835,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1916,ERR068834,ERR068834,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1914,ERR068833,ERR068833,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1912,ERR068832,ERR068832,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1896,ERR068831,ERR068831,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1895,ERR068830,ERR068830,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1893,ERR068829,ERR068829,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1891,ERR068828,ERR068828,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1890,ERR068827,ERR068827,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1884,ERR068826,ERR068826,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1882,ERR068825,ERR068825,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1881,ERR068824,ERR068824,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1880,ERR068823,ERR068823,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1879,ERR068822,ERR068822,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1873,ERR068821,ERR068821,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1870,ERR068820,ERR068820,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1866,ERR068819,ERR068819,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1865,ERR068818,ERR068818,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1862,ERR068817,ERR068817,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1859,ERR068816,ERR068816,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1858,ERR068815,ERR068815,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1857,ERR068814,ERR068814,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1854,ERR068813,ERR068813,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1853,ERR068812,ERR068812,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1852,ERR068811,ERR068811,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1850,ERR068810,ERR068810,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1849,ERR068809,ERR068809,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1832,ERR068806,ERR068806,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1798,ERR068788,ERR068788,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1795,ERR068787,ERR068787,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1794,ERR068786,ERR068786,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1792,ERR068785,ERR068785,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1790,ERR068784,ERR068784,O. rufipogon,Or-II,O. rufipogon,Thailand,461_446_Oru
W1788,ERR068783,ERR068783,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1787,ERR068782,ERR068782,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1727,ERR068750,ERR068750,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1726,ERR068749,ERR068749,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1725,ERR068748,ERR068748,O. rufipogon,Or-III,O. rufipogon,Thailand,461_446_Oru
W1700,ERR068740,ERR068740,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1698,ERR068739,ERR068739,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1696,ERR068738,ERR068738,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1695,ERR068737,ERR068737,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1690,ERR068736,ERR068736,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1619,ERR068724,ERR068724,O. rufipogon,Or-I,O. rufipogon,Thailand,461_446_Oru
W1560,ERR068723,ERR068723,O. rufipogon,Or-III,O. rufipogon,Thailand,461_446_Oru
